"perceiver.id" "target.id" "group.id" "ex" "ne"
"147" "90210" "90201" "2" 3 6
"148" "90210" "90202" "2" 5 2
"149" "90210" "90203" "2" 3 4
"150" "90210" "90204" "2" 4 6
"151" "90210" "90205" "2" 5 4
"152" "90210" "90206" "2" 5 3
"153" "90210" "90207" "2" 2 5
"154" "90210" "90208" "2" 6 5
"155" "90210" "90209" "2" 7 4
"156" "90210" "90210" "2" 6 3
"157" "90210" "90211" "2" 4 6
"158" "90210" "90212" "2" 4 3
"159" "90210" "90213" "2" 5 3
"160" "90210" "90214" "2" 5 2
"161" "90210" "90215" "2" 6 6
"162" "90210" "90216" "2" 5 2
"163" "90210" "90217" "2" 3 5
"164" "90210" "90218" "2" 2 5
"165" "90210" "90219" "2" 3 4
"166" "90210" "90220" "2" 3 4
"167" "90210" "90221" "2" 5 3
"168" "90210" "90222" "2" 2 2
"169" "90210" "90223" "2" 5 3
"170" "90210" "90224" "2" 5 2
"171" "90210" "90225" "2" 5 2
"172" "90211" "90201" "2" 5 3
"173" "90211" "90202" "2" 4 3
"174" "90211" "90203" "2" 5 4
"175" "90211" "90204" "2" 4 4
"176" "90211" "90205" "2" 5 4
"177" "90211" "90206" "2" 4 4
"178" "90211" "90207" "2" 3 4
"179" "90211" "90208" "2" 4 4
"180" "90211" "90209" "2" 6 3
"181" "90211" "90210" "2" 4 3
"182" "90211" "90211" "2" 5 4
"183" "90211" "90212" "2" 5 4
"184" "90211" "90213" "2" 3 4
"185" "90211" "90214" "2" 4 4
"186" "90211" "90215" "2" 5 5
"187" "90211" "90216" "2" 5 4
"188" "90211" "90217" "2" 4 4
"189" "90211" "90218" "2" 4 4
"190" "90211" "90219" "2" 4 3
"191" "90211" "90220" "2" 4 4
"192" "90211" "90221" "2" 5 4
"193" "90211" "90222" "2" 4 3
"194" "90211" "90223" "2" 5 4
"195" "90211" "90224" "2" 5 4
"196" "90211" "90225" "2" 5 3
"197" "90212" "90201" "2" 6 1
"198" "90212" "90202" "2" 5 2
"199" "90212" "90203" "2" 6 5
"200" "90212" "90205" "2" 6 4
"201" "90212" "90206" "2" 6 3
"202" "90212" "90207" "2" 1 5
"203" "90212" "90208" "2" 1 1
"204" "90212" "90209" "2" 7 4
"205" "90212" "90210" "2" 7 2
"206" "90212" "90211" "2" 6 6
"207" "90212" "90212" "2" 6 3
"208" "90212" "90213" "2" 1 4
"209" "90212" "90214" "2" 5 3
"210" "90212" "90215" "2" 6 6
"211" "90212" "90216" "2" 3 4
"212" "90212" "90217" "2" 5 3
"213" "90212" "90218" "2" 2 3
"214" "90212" "90219" "2" 2 5
"215" "90212" "90220" "2" 2 6
"216" "90212" "90221" "2" 5 2
"217" "90212" "90222" "2" 3 5
"218" "90212" "90223" "2" 5 4
"219" "90212" "90224" "2" 7 2
"220" "90212" "90225" "2" 6 2
"221" "90213" "90201" "2" 6 5
"222" "90213" "90202" "2" 5 1
"223" "90213" "90203" "2" 3 6
"224" "90213" "90204" "2" 3 5
"225" "90213" "90205" "2" 6 3
"226" "90213" "90206" "2" 6 2
"227" "90213" "90207" "2" 3 4
"228" "90213" "90208" "2" 4 5
"229" "90213" "90209" "2" 7 1
"230" "90213" "90210" "2" 6 2
"231" "90213" "90211" "2" 5 3
"232" "90213" "90212" "2" 5 4
"233" "90213" "90213" "2" 6 1
"234" "90213" "90214" "2" 5 3
"235" "90213" "90215" "2" 7 6
"236" "90213" "90216" "2" 3 5
"237" "90213" "90217" "2" 4 5
"238" "90213" "90218" "2" 5 5
"239" "90213" "90219" "2" 5 4
"240" "90213" "90220" "2" 4 4
"241" "90213" "90221" "2" 6 3
"242" "90213" "90222" "2" 3 3
"243" "90213" "90223" "2" 6 2
"244" "90213" "90224" "2" 7 2
"245" "90213" "90225" "2" 6 2
"246" "90214" "90201" "2" 4 1
"247" "90214" "90202" "2" 2 1
"248" "90214" "90203" "2" 2 5
"249" "90214" "90205" "2" 6 5
"250" "90214" "90206" "2" 4 2
"251" "90214" "90207" "2" 3 2
"252" "90214" "90208" "2" 5 2
"253" "90214" "90209" "2" 7 4
"254" "90214" "90210" "2" 6 2
"255" "90214" "90211" "2" 6 5
"256" "90214" "90212" "2" 4 3
"257" "90214" "90213" "2" 1 3
"258" "90214" "90214" "2" 5 4
"259" "90214" "90215" "2" 7 6
"260" "90214" "90216" "2" 1 4
"261" "90214" "90217" "2" 4 3
"262" "90214" "90218" "2" 2 4
"263" "90214" "90219" "2" 1 4
"264" "90214" "90220" "2" 4 2
"265" "90214" "90221" "2" 3 3
"266" "90214" "90222" "2" 4 3
"267" "90214" "90223" "2" 5 3
"268" "90214" "90224" "2" 7 5
"269" "90214" "90225" "2" 4 3
"270" "90215" "90201" "2" 6 2
"271" "90215" "90202" "2" 4 2
"272" "90215" "90203" "2" 3 4
"273" "90215" "90204" "2" 3 4
"274" "90215" "90205" "2" 6 4
"275" "90215" "90206" "2" 6 3
"276" "90215" "90207" "2" 3 4
"277" "90215" "90208" "2" 6 2
"278" "90215" "90209" "2" 6 3
"279" "90215" "90210" "2" 6 2
"280" "90215" "90211" "2" 4 5
"281" "90215" "90212" "2" 4 5
"282" "90215" "90213" "2" 3 3
"283" "90215" "90214" "2" 3 3
"284" "90215" "90215" "2" 6 3
"285" "90215" "90216" "2" 3 4
"286" "90215" "90217" "2" 2 4
"287" "90215" "90218" "2" 2 4
"288" "90215" "90219" "2" 3 4
"289" "90215" "90220" "2" 6 3
"290" "90215" "90221" "2" 6 3
"291" "90215" "90222" "2" 2 5
"292" "90215" "90223" "2" 6 2
"293" "90215" "90224" "2" 6 3
"294" "90215" "90225" "2" 6 2
"295" "90216" "90201" "2" 6 2
"296" "90216" "90202" "2" 6 2
"297" "90216" "90203" "2" 5 3
"298" "90216" "90205" "2" 5 4
"299" "90216" "90206" "2" 5 2
"300" "90216" "90207" "2" 3 5
"301" "90216" "90209" "2" 6 5
"302" "90216" "90210" "2" 6 2
"303" "90216" "90211" "2" 3 5
"304" "90216" "90212" "2" 4 4
"305" "90216" "90213" "2" 2 5
"306" "90216" "90214" "2" 2 5
"307" "90216" "90215" "2" 6 6
"308" "90216" "90216" "2" 3 6
"309" "90216" "90217" "2" 4 5
"310" "90216" "90218" "2" 3 4
"311" "90216" "90219" "2" 5 5
"312" "90216" "90220" "2" 4 4
"313" "90216" "90221" "2" 3 2
"314" "90216" "90222" "2" 4 4
"315" "90216" "90223" "2" 5 3
"316" "90216" "90224" "2" 6 5
"317" "90216" "90225" "2" 3 3
"318" "90218" "90201" "2" 6 2
"319" "90218" "90202" "2" 5 3
"320" "90218" "90203" "2" 4 3
"321" "90218" "90205" "2" 5 3
"322" "90218" "90206" "2" 6 3
"323" "90218" "90207" "2" 3 3
"324" "90218" "90209" "2" 7 3
"325" "90218" "90210" "2" 6 2
"326" "90218" "90211" "2" 5 3
"327" "90218" "90212" "2" 4 3
"328" "90218" "90213" "2" 4 3
"329" "90218" "90214" "2" 4 3
"330" "90218" "90215" "2" 7 3
"331" "90218" "90216" "2" 3 3
"332" "90218" "90217" "2" 3 3
"333" "90218" "90218" "2" 3 3
"334" "90218" "90219" "2" 3 3
"335" "90218" "90220" "2" 5 2
"336" "90218" "90221" "2" 5 3
"337" "90218" "90222" "2" 3 2
"338" "90218" "90223" "2" 4 2
"339" "90218" "90224" "2" 6 3
"340" "90218" "90225" "2" 5 4
"341" "90219" "90201" "2" 4 3
"342" "90219" "90202" "2" 5 3
"343" "90219" "90203" "2" 6 3
"344" "90219" "90204" "2" 5 3
"345" "90219" "90205" "2" 6 6
"346" "90219" "90206" "2" 6 3
"347" "90219" "90207" "2" 3 3
"348" "90219" "90208" "2" 5 4
"349" "90219" "90209" "2" 7 5
"350" "90219" "90210" "2" 6 2
"351" "90219" "90211" "2" 3 5
"352" "90219" "90212" "2" 3 4
"353" "90219" "90213" "2" 4 4
"354" "90219" "90214" "2" 4 4
"355" "90219" "90215" "2" 4 4
"356" "90219" "90216" "2" 5 4
"357" "90219" "90217" "2" 5 5
"358" "90219" "90218" "2" 4 5
"359" "90219" "90219" "2" 3 2
"360" "90219" "90220" "2" 5 3
"361" "90219" "90221" "2" 5 3
"362" "90219" "90222" "2" 5 3
"363" "90219" "90223" "2" 5 3
"364" "90219" "90224" "2" 7 5
"365" "90219" "90225" "2" 5 4
"366" "90220" "90201" "2" 7 2
"367" "90220" "90202" "2" 5 2
"368" "90220" "90203" "2" 5 3
"369" "90220" "90205" "2" 6 4
"370" "90220" "90206" "2" 6 2
"371" "90220" "90207" "2" 2 5
"372" "90220" "90208" "2" 1 7
"373" "90220" "90209" "2" 7 2
"374" "90220" "90210" "2" 7 2
"375" "90220" "90211" "2" 5 3
"376" "90220" "90212" "2" 5 3
"377" "90220" "90213" "2" 4 5
"378" "90220" "90214" "2" 4 3
"379" "90220" "90215" "2" 7 4
"380" "90220" "90216" "2" 5 5
"381" "90220" "90217" "2" 4 2
"382" "90220" "90218" "2" 5 2
"383" "90220" "90219" "2" 5 2
"384" "90220" "90220" "2" 6 2
"385" "90220" "90221" "2" 5 2
"386" "90220" "90222" "2" 5 2
"387" "90220" "90223" "2" 5 2
"388" "90220" "90224" "2" 7 2
"389" "90220" "90225" "2" 6 4
"390" "90221" "90201" "2" 2 4
"391" "90221" "90202" "2" 2 3
"392" "90221" "90203" "2" 2 4
"393" "90221" "90204" "2" 2 4
"394" "90221" "90205" "2" 3 5
"395" "90221" "90206" "2" 2 4
"396" "90221" "90207" "2" 2 4
"397" "90221" "90208" "2" 3 4
"398" "90221" "90209" "2" 4 5
"399" "90221" "90210" "2" 2 4
"400" "90221" "90211" "2" 2 4
"401" "90221" "90212" "2" 2 4
"402" "90221" "90213" "2" 2 5
"403" "90221" "90214" "2" 2 3
"404" "90221" "90215" "2" 3 3
"405" "90221" "90216" "2" 2 4
"406" "90221" "90217" "2" 2 5
"407" "90221" "90218" "2" 2 4
"408" "90221" "90219" "2" 2 4
"409" "90221" "90220" "2" 2 4
"410" "90221" "90221" "2" 1 2
"411" "90221" "90222" "2" 2 4
"412" "90221" "90223" "2" 2 3
"413" "90221" "90224" "2" 2 5
"414" "90221" "90225" "2" 2 3
"415" "90222" "90201" "2" 4 5
"416" "90222" "90202" "2" 2 2
"417" "90222" "90203" "2" 5 5
"418" "90222" "90205" "2" 4 5
"419" "90222" "90206" "2" 5 5
"420" "90222" "90207" "2" 4 4
"421" "90222" "90208" "2" 4 4
"422" "90222" "90209" "2" 7 4
"423" "90222" "90210" "2" 5 3
"424" "90222" "90211" "2" 3 5
"425" "90222" "90212" "2" 2 4
"426" "90222" "90213" "2" 2 4
"427" "90222" "90214" "2" 4 4
"428" "90222" "90215" "2" 6 6
"429" "90222" "90216" "2" 4 4
"430" "90222" "90217" "2" 4 4
"431" "90222" "90218" "2" 4 3
"432" "90222" "90219" "2" 4 4
"433" "90222" "90220" "2" 5 5
"434" "90222" "90221" "2" 6 5
"435" "90222" "90222" "2" 4 4
"436" "90222" "90223" "2" 2 4
"437" "90222" "90224" "2" 7 4
"438" "90222" "90225" "2" 5 3
"439" "90223" "90201" "2" 5 4
"440" "90223" "90202" "2" 3 2
"441" "90223" "90203" "2" 2 4
"442" "90223" "90204" "2" 2 4
"443" "90223" "90205" "2" 4 4
"444" "90223" "90206" "2" 6 2
"445" "90223" "90207" "2" 3 4
"446" "90223" "90208" "2" 4 4
"447" "90223" "90209" "2" 7 3
"448" "90223" "90210" "2" 5 2
"449" "90223" "90211" "2" 5 3
"450" "90223" "90212" "2" 4 5
"451" "90223" "90213" "2" 3 5
"452" "90223" "90214" "2" 2 5
"453" "90223" "90215" "2" 7 4
"454" "90223" "90216" "2" 2 4
"455" "90223" "90217" "2" 2 4
"456" "90223" "90218" "2" 1 3
"457" "90223" "90219" "2" 2 5
"458" "90223" "90220" "2" 4 4
"459" "90223" "90221" "2" 5 2
"460" "90223" "90222" "2" 2 4
"461" "90223" "90223" "2" 6 2
"462" "90223" "90224" "2" 6 3
"463" "90223" "90225" "2" 5 3
"464" "90224" "90201" "2" 5 3
"465" "90224" "90202" "2" 4 2
"466" "90224" "90203" "2" 3 3
"467" "90224" "90204" "2" 3 3
"468" "90224" "90205" "2" 3 3
"469" "90224" "90206" "2" 3 3
"470" "90224" "90207" "2" 3 2
"471" "90224" "90208" "2" 3 3
"472" "90224" "90209" "2" 7 3
"473" "90224" "90210" "2" 5 3
"474" "90224" "90211" "2" 4 3
"475" "90224" "90212" "2" 3 3
"476" "90224" "90213" "2" 3 3
"477" "90224" "90214" "2" 4 3
"478" "90224" "90215" "2" 4 2
"479" "90224" "90216" "2" 2 3
"480" "90224" "90217" "2" 3 3
"481" "90224" "90218" "2" 2 3
"482" "90224" "90219" "2" 2 2
"483" "90224" "90220" "2" 4 3
"484" "90224" "90221" "2" 4 3
"485" "90224" "90222" "2" 2 2
"486" "90224" "90223" "2" 4 3
"487" "90224" "90224" "2" 6 3
"488" "90224" "90225" "2" 4 3
"489" "90225" "90201" "2" 4 4
"490" "90225" "90202" "2" 3 2
"491" "90225" "90203" "2" 4 4
"492" "90225" "90205" "2" 5 4
"493" "90225" "90206" "2" 7 3
"494" "90225" "90207" "2" 3 2
"495" "90225" "90208" "2" 4 3
"496" "90225" "90209" "2" 7 4
"497" "90225" "90210" "2" 6 1
"498" "90225" "90211" "2" 3 6
"499" "90225" "90212" "2" 3 4
"500" "90225" "90213" "2" 1 3
"501" "90225" "90214" "2" 3 3
"502" "90225" "90215" "2" 7 5
"503" "90225" "90216" "2" 3 4
"504" "90225" "90217" "2" 3 6
"505" "90225" "90218" "2" 4 4
"506" "90225" "90219" "2" 2 6
"507" "90225" "90220" "2" 6 3
"508" "90225" "90221" "2" 6 1
"509" "90225" "90222" "2" 1 2
"510" "90225" "90223" "2" 3 3
"511" "90225" "90224" "2" 7 3
"512" "90225" "90225" "2" 4 4
"513" "90501" "90501" "5" 5 2
"514" "90501" "90502" "5" 5 2
"515" "90501" "90503" "5" 5 4
"516" "90501" "90504" "5" 6 2
"517" "90501" "90505" "5" 5 2
"518" "90501" "90506" "5" 5 3
"519" "90501" "90507" "5" 6 4
"520" "90501" "90508" "5" 4 4
"521" "90501" "90509" "5" 5 2
"522" "90501" "90510" "5" 5 2
"523" "90501" "90511" "5" 6 2
"524" "90501" "90512" "5" 4 2
"525" "90501" "90513" "5" 5 3
"526" "90501" "90514" "5" 5 3
"527" "90501" "90515" "5" 5 2
"528" "90501" "90516" "5" 6 2
"529" "90501" "90517" "5" 5 2
"530" "90501" "90520" "5" 5 3
"531" "90501" "90521" "5" 5 2
"532" "90501" "90522" "5" 5 2
"533" "90501" "90523" "5" 5 2
"534" "90501" "90524" "5" 5 2
"535" "90501" "90525" "5" 5 2
"536" "90502" "90501" "5" 3 6
"537" "90502" "90502" "5" 5 5
"538" "90502" "90503" "5" 3 6
"539" "90502" "90504" "5" 5 4
"540" "90502" "90505" "5" 3 5
"541" "90502" "90506" "5" 3 5
"542" "90502" "90507" "5" 4 5
"543" "90502" "90508" "5" 3 5
"544" "90502" "90509" "5" 4 6
"545" "90502" "90510" "5" 4 5
"546" "90502" "90511" "5" 3 5
"547" "90502" "90512" "5" 3 5
"548" "90502" "90513" "5" 2 4
"549" "90502" "90514" "5" 2 5
"550" "90502" "90515" "5" 5 5
"551" "90502" "90516" "5" 6 5
"552" "90502" "90517" "5" 6 6
"553" "90502" "90518" "5" 3 6
"554" "90502" "90519" "5" 4 6
"555" "90502" "90520" "5" 5 6
"556" "90502" "90521" "5" 3 4
"557" "90502" "90522" "5" 4 6
"558" "90502" "90523" "5" 4 6
"559" "90502" "90524" "5" 4 5
"560" "90502" "90525" "5" 4 6
"561" "90503" "90501" "5" 6 3
"562" "90503" "90502" "5" 2 4
"563" "90503" "90503" "5" 2 4
"564" "90503" "90504" "5" 4 4
"565" "90503" "90505" "5" 5 3
"566" "90503" "90506" "5" 3 3
"567" "90503" "90507" "5" 6 5
"568" "90503" "90508" "5" 3 6
"569" "90503" "90509" "5" 6 5
"570" "90503" "90510" "5" 6 6
"571" "90503" "90511" "5" 6 6
"572" "90503" "90512" "5" 2 3
"573" "90503" "90513" "5" 2 4
"574" "90503" "90514" "5" 3 4
"575" "90503" "90515" "5" 6 5
"576" "90503" "90516" "5" 5 3
"577" "90503" "90517" "5" 5 5
"578" "90503" "90518" "5" 2 2
"579" "90503" "90519" "5" 3 4
"580" "90503" "90520" "5" 3 5
"581" "90503" "90521" "5" 2 4
"582" "90503" "90522" "5" 5 5
"583" "90503" "90523" "5" 2 5
"584" "90503" "90524" "5" 3 3
"585" "90503" "90525" "5" 2 3
"586" "90504" "90504" "5" 6 1
"587" "90505" "90501" "5" 7 4
"588" "90505" "90502" "5" 2 4
"589" "90505" "90503" "5" 1 4
"590" "90505" "90504" "5" 4 2
"591" "90505" "90505" "5" 7 2
"592" "90505" "90506" "5" 3 3
"593" "90505" "90507" "5" 7 5
"594" "90505" "90508" "5" 2 6
"595" "90505" "90509" "5" 6 5
"596" "90505" "90510" "5" 7 2
"597" "90505" "90511" "5" 6 4
"598" "90505" "90512" "5" 2 1
"599" "90505" "90513" "5" 3 6
"600" "90505" "90514" "5" 5 4
"601" "90505" "90515" "5" 7 2
"602" "90505" "90516" "5" 7 1
"603" "90505" "90517" "5" 7 1
"604" "90505" "90518" "5" 1 1
"605" "90505" "90519" "5" 2 4
"606" "90505" "90520" "5" 2 5
"607" "90505" "90521" "5" 3 4
"608" "90505" "90522" "5" 6 2
"609" "90505" "90523" "5" 3 3
"610" "90505" "90524" "5" 2 3
"611" "90505" "90525" "5" 3 2
"612" "90506" "90501" "5" 6 3
"613" "90506" "90502" "5" 6 3
"614" "90506" "90503" "5" 3 3
"615" "90506" "90504" "5" 4 3
"616" "90506" "90505" "5" 5 3
"617" "90506" "90506" "5" 3 3
"618" "90506" "90507" "5" 6 3
"619" "90506" "90508" "5" 3 3
"620" "90506" "90509" "5" 4 3
"621" "90506" "90510" "5" 4 3
"622" "90506" "90511" "5" 5 3
"623" "90506" "90512" "5" 3 3
"624" "90506" "90513" "5" 3 3
"625" "90506" "90514" "5" 5 3
"626" "90506" "90515" "5" 6 3
"627" "90506" "90516" "5" 5 3
"628" "90506" "90517" "5" 5 3
"629" "90506" "90518" "5" 3 3
"630" "90506" "90519" "5" 4 3
"631" "90506" "90520" "5" 4 4
"632" "90506" "90521" "5" 5 3
"633" "90506" "90522" "5" 3 3
"634" "90506" "90523" "5" 4 3
"635" "90506" "90524" "5" 4 3
"636" "90506" "90525" "5" 4 3
"637" "90507" "90501" "5" 7 4
"638" "90507" "90502" "5" 4 4
"639" "90507" "90503" "5" 2 5
"640" "90507" "90504" "5" 5 3
"641" "90507" "90505" "5" 6 2
"642" "90507" "90507" "5" 7 2
"643" "90507" "90508" "5" 3 4
"644" "90507" "90509" "5" 3 2
"645" "90507" "90510" "5" 7 5
"646" "90507" "90513" "5" 5 3
"647" "90507" "90514" "5" 2 5
"648" "90507" "90515" "5" 7 4
"649" "90507" "90516" "5" 6 3
"650" "90507" "90517" "5" 5 4
"651" "90507" "90518" "5" 2 4
"652" "90507" "90519" "5" 3 4
"653" "90507" "90520" "5" 4 4
"654" "90507" "90521" "5" 3 4
"655" "90507" "90522" "5" 5 3
"656" "90507" "90523" "5" 4 4
"657" "90507" "90524" "5" 4 5
"658" "90507" "90525" "5" 5 2
"659" "90508" "90501" "5" 6 3
"660" "90508" "90502" "5" 5 3
"661" "90508" "90503" "5" 4 4
"662" "90508" "90504" "5" 4 4
"663" "90508" "90505" "5" 5 4
"664" "90508" "90506" "5" 4 4
"665" "90508" "90507" "5" 5 5
"666" "90508" "90508" "5" 4 5
"667" "90508" "90509" "5" 4 4
"668" "90508" "90510" "5" 5 3
"669" "90508" "90511" "5" 5 5
"670" "90508" "90512" "5" 1 6
"671" "90508" "90513" "5" 3 4
"672" "90508" "90514" "5" 4 4
"673" "90508" "90515" "5" 5 3
"674" "90508" "90516" "5" 5 3
"675" "90508" "90517" "5" 6 3
"676" "90508" "90518" "5" 2 3
"677" "90508" "90519" "5" 3 3
"678" "90508" "90520" "5" 2 5
"679" "90508" "90521" "5" 3 4
"680" "90508" "90522" "5" 4 4
"681" "90508" "90523" "5" 2 5
"682" "90508" "90524" "5" 4 3
"683" "90508" "90525" "5" 4 4
"684" "90510" "90501" "5" 5 6
"685" "90510" "90502" "5" 5 2
"686" "90510" "90503" "5" 5 4
"687" "90510" "90504" "5" 5 2
"688" "90510" "90505" "5" 5 3
"689" "90510" "90506" "5" 3 4
"690" "90510" "90507" "5" 6 6
"691" "90510" "90508" "5" 1 7
"692" "90510" "90509" "5" 2 3
"693" "90510" "90510" "5" 6 3
"694" "90510" "90511" "5" 6 4
"695" "90510" "90512" "5" 1 7
"696" "90510" "90513" "5" 4 2
"697" "90510" "90514" "5" 4 2
"698" "90510" "90515" "5" 6 2
"699" "90510" "90516" "5" 6 2
"700" "90510" "90517" "5" 4 5
"701" "90510" "90518" "5" 2 4
"702" "90510" "90519" "5" 4 6
"703" "90510" "90520" "5" 2 4
"704" "90510" "90521" "5" 5 2
"705" "90510" "90522" "5" 4 5
"706" "90510" "90523" "5" 2 4
"707" "90510" "90524" "5" 3 4
"708" "90510" "90525" "5" 4 4
"709" "90511" "90501" "5" 5 5
"710" "90511" "90502" "5" 5 2
"711" "90511" "90503" "5" 2 4
"712" "90511" "90504" "5" 3 2
"713" "90511" "90505" "5" 7 5
"714" "90511" "90506" "5" 2 6
"715" "90511" "90507" "5" 7 4
"716" "90511" "90508" "5" 1 6
"717" "90511" "90509" "5" 5 4
"718" "90511" "90510" "5" 7 3
"719" "90511" "90511" "5" 4 6
"720" "90511" "90512" "5" 2 4
"721" "90511" "90513" "5" 3 5
"722" "90511" "90514" "5" 3 4
"723" "90511" "90515" "5" 6 2
"724" "90511" "90516" "5" 4 2
"725" "90511" "90517" "5" 7 6
"726" "90511" "90518" "5" 1 2
"727" "90511" "90519" "5" 4 2
"728" "90511" "90520" "5" 4 3
"729" "90511" "90521" "5" 5 1
"730" "90511" "90522" "5" 6 6
"731" "90511" "90523" "5" 3 3
"732" "90511" "90524" "5" 2 6
"733" "90511" "90525" "5" 4 2
"734" "90512" "90501" "5" 5 3
